nume locatie,oras,rating general,numar de recenzii,categorie,popularitate,sezon recomandat,longitudine,latitudine,pret estimativ,tip calatorie,cuvinte cheie
Ropers' Bastion,Brașov,4.9,2248,Fortifications,3,Oricând,25.592666625976562,45.639671325683594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Română,Brașov,4.2,2174,Religion,3,Oricând,25.589326858520508,45.65421676635742,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Galeria Metaxa Brașov,Brașov,3.9,2184,Cultural,2,Oricând,25.59086036682129,45.64116287231445,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Schobeln house,Brașov,3.9,1227,Historic architecture,3,Oricând,25.588878631591797,45.643638610839844,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Czeides house,Brașov,4.2,1301,Historic architecture,2,Oricând,25.589479446411133,45.6427116394043,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Sfinții Constantin și Elena,Brașov,4.8,1415,Religion,1,Oricând,25.616838455200195,45.63792037963867,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Brașov fortress,Brașov,3.6,1336,Fortifications,1,Oricând,25.59000015258789,45.641998291015625,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Dormition of the Theotokos church in Brașov,Brașov,3.6,1157,Religion,2,Oricând,25.589309692382812,45.654380798339844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Orthodox synagogue in Brașov,Brașov,3.9,769,Religion,3,Oricând,25.591800689697266,45.63990020751953,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul bisericii „Adormirea Maicii Domnului” (Brașovechi),Brașov,4.8,1561,Cemeteries,2,Oricând,25.589012145996094,45.6545524597168,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia Dorobanțului din Brașov,Brașov,3.5,1807,Historic,2,Oricând,25.587400436401367,45.645599365234375,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Gheorghe Barițiu,Brașov,4.0,1126,Cultural,2,Oricând,25.587257385253906,45.6457405090332,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Council House,Brașov,4.7,2379,Museums,1,Oricând,25.588878631591797,45.642398834228516,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
County History Museum,Brașov,4.6,1417,Cultural,2,Oricând,25.588939666748047,45.642295837402344,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Seuler house,Brașov,3.9,491,Historic architecture,3,Oricând,25.58846092224121,45.642791748046875,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Ortodoxă Militară,Oradea,4.0,950,Religion,2,Oricând,21.921634674072266,47.0445556640625,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Wooden Church,Oradea,4.0,363,Religion,1,Oricând,21.919536590576172,47.04330062866211,Mic,City Break,"['turism', 'călătorie', 'explorare']"
King Ferdinand I National Military Museum. Oradea Branch,Oradea,4.4,1698,Cultural,3,Oricând,21.923391342163086,47.046634674072266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Muzeul Militar Național Regele Ferdinand I,Oradea,3.9,1745,Cultural,2,Oricând,21.92350196838379,47.04655075073242,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Wooden Church Militara,Oradea,4.7,727,Religion,2,Oricând,21.923372268676758,47.04734420776367,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Oradea Zoological Garden,Oradea,4.9,2716,Cultural,2,Oricând,21.916553497314453,47.04963302612305,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Capela Catolică,Oradea,4.0,1656,Religion,3,Oricând,21.91867446899414,47.0413703918457,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Criș Land Museum,Oradea,5.0,657,Cultural,3,Oricând,21.92355728149414,47.04933166503906,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Capela Ortodoxă,Oradea,4.8,289,Religion,1,Oricând,21.921077728271484,47.04024124145508,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Eva Heyman,Oradea,4.7,1807,Historic,2,Oricând,21.92563247680664,47.05039978027344,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
The Rulikowski Municipal Cemetery,Oradea,4.4,352,Cemeteries,3,Oricând,21.921449661254883,47.037906646728516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sf. Sebastian,Oradea,4.3,1372,Religion,1,Oricând,21.912670135498047,47.0546989440918,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"St. Nicholas Cathedral, Oradea",Oradea,4.7,1920,Religion,3,Oricând,21.927509307861328,47.05412673950195,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Moon Church,Oradea,5.0,681,Religion,3,Oricând,21.929004669189453,47.0536994934082,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Greek-Catholic episcopal palace (Oradea),Oradea,3.9,2486,Palaces,3,Oricând,21.927555084228516,47.054786682128906,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Baptistă Emanuel,Oradea,3.8,2027,Religion,1,Oricând,21.9166316986084,47.0568962097168,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Moskovits Adolf si fii,Oradea,3.5,2116,Historic architecture,1,Oricând,21.92913246154785,47.054283142089844,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Romano-Catolică,Oradea,4.5,429,Religion,1,Oricând,21.931379318237305,47.05269241333008,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica reformată Orașul Nou,Oradea,4.0,345,Religion,3,Oricând,21.923494338989258,47.056583404541016,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Arany János' statue,Oradea,3.5,2548,Cultural,2,Oricând,21.922962188720703,47.056724548339844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ferdinand I,Oradea,3.9,1034,Cultural,3,Oricând,21.928394317626953,47.054988861083984,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Orthodox synagogue,Oradea,4.0,1761,Religion,2,Oricând,21.932540893554688,47.0522346496582,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Talicskát toló torzó,Oradea,4.5,124,Cultural,3,Oricând,21.935083389282227,47.0434455871582,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Arcadia,Oradea,4.9,1537,Cultural,2,Oricând,21.930191040039062,47.05420684814453,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Muzeul Istoriei Evreilor din Oradea,Oradea,4.2,1771,Cultural,3,Oricând,21.92316436767578,47.057064056396484,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Taliga,Oradea,4.1,2370,Cultural,3,Oricând,21.935314178466797,47.04365921020508,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Buna Vestire,Oradea,4.8,2185,Religion,2,Oricând,21.92292022705078,47.057350158691406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Vulturul Negru,Oradea,3.8,2818,Other,1,Oricând,21.93020248413086,47.0546760559082,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sf. Ladislau,Oradea,4.6,2626,Religion,1,Oricând,21.92878532409668,47.05552673339844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
The Town Hall Tower,Oradea,4.2,664,Other,1,Oricând,21.927600860595703,47.05624771118164,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Capela Sf. Elisabeta,Oradea,4.3,925,Religion,2,Oricând,21.936063766479492,47.04376983642578,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cemetery Rulikowski,Oradea,3.5,2216,Cemeteries,3,Oricând,21.93138885498047,47.03694534301758,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Ullmann,Oradea,4.6,1174,Palaces,1,Oricând,21.9342098236084,47.05221176147461,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Evanghelică (lutherană),Oradea,3.9,1343,Religion,1,Oricând,21.926509857177734,47.057098388671875,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Füchsl,Oradea,4.4,2830,Palaces,2,Oricând,21.932340621948242,47.054222106933594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Evanghelică,Oradea,4.2,72,Religion,1,Oricând,21.92528533935547,47.05781936645508,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Neologue synagogue,Oradea,4.3,2935,Religion,1,Oricând,21.932401657104492,47.0549201965332,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statue of the Unknown Soldier,Oradea,4.3,916,Historic,3,Oricând,21.93462371826172,47.053226470947266,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Sala Florica Ungur,Oradea,4.1,2207,Cinemas,2,Oricând,21.929676055908203,47.056697845458984,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Poynár House,Oradea,3.9,2292,Other,3,Oricând,21.930788040161133,47.05653762817383,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica reformata Csillagváros,Oradea,4.7,1956,Religion,1,Oricând,21.938488006591797,47.04502487182617,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Rimanóczy-palota,Oradea,4.6,1368,Architecture,3,Oricând,21.93185043334961,47.056209564208984,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfinții Apostoli Petru și Pavel,Oradea,4.8,2207,Religion,3,Oricând,21.900606155395508,47.053001403808594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia lui Szigligeti Ede,Oradea,4.1,398,Cultural,3,Oricând,21.930744171142578,47.05707931518555,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Darvas-La Roche House,Oradea,3.8,2879,Architecture,2,Oricând,21.932540893554688,47.05606460571289,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul de Stat Oradea,Oradea,4.2,2330,Cultural,1,Oricând,21.930923461914062,47.05732727050781,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"""Iosif Vulcan"" Memorial Museum",Oradea,4.5,2140,Historic,2,Oricând,21.933456420898438,47.05600357055664,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Casa Adorján II,Oradea,4.6,2475,Architecture,3,Oricând,21.930824279785156,47.05772399902344,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Czárán Gyula (1847-1906),Oradea,3.8,804,Cultural,2,Oricând,21.934284210205078,47.05588912963867,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Adorján I,Oradea,4.7,2275,Architecture,2,Oricând,21.93094253540039,47.05801010131836,Mic,City Break,"['turism', 'călătorie', 'explorare']"
A Holnap irodalmi társaság alapítói,Oradea,4.8,783,Cultural,1,Oricând,21.932022094726562,47.05748748779297,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Szacsvay Imre,Oradea,4.2,910,Cultural,2,Oricând,21.934728622436523,47.05587387084961,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mănăstirea ursulinelor,Oradea,3.9,805,Religion,1,Oricând,21.93212127685547,47.057682037353516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Filarmonica de stat,Oradea,4.7,1736,Cultural,3,Oricând,21.930889129638672,47.05842590332031,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfânta Ana (Mănăstirea Ursulinelor),Oradea,4.0,2708,Religion,2,Oricând,21.932310104370117,47.05772018432617,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"""Aurel Lazar"" Memorial House",Oradea,5.0,1148,Historic,1,Oricând,21.934221267700195,47.056610107421875,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Oradea,Oradea,4.8,2870,Urban environment,1,Oricând,21.932390213012695,47.058170318603516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Catedrala Episcopală Oradea,Oradea,3.8,2378,Religion,2,Oricând,21.93953514099121,47.052276611328125,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica reformată Olosig,Oradea,4.7,2015,Religion,1,Oricând,21.93637466430664,47.056434631347656,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Oradea Orthodox Bishopric Museum Collection,Oradea,4.3,537,Cultural,1,Oricând,21.93317985534668,47.05878448486328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cazarma Hussarilor,Oradea,4.3,975,Architecture,2,Oricând,21.922571182250977,47.06206130981445,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"""Ady Endre"" Memorial Museum",Oradea,3.7,1766,Cultural,1,Oricând,21.935142517089844,47.05793380737305,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ady Endre,Oradea,4.2,2655,Urban environment,3,Oricând,21.935495376586914,47.05776596069336,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica mănăstirii premonstratense Maica Îndurerată,Oradea,4.5,638,Religion,3,Oricând,21.931547164916992,47.06008529663086,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Stern,Oradea,3.9,2111,Architecture,1,Oricând,21.934350967407227,47.058982849121094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Romano-Catolică Sfânta Tereza,Oradea,3.9,2057,Religion,3,Oricând,21.901601791381836,47.05862045288086,Mic,City Break,"['turism', 'călătorie', 'explorare']"
History Museum of Oradea Citadel,Oradea,4.3,2010,Cultural,2,Oricând,21.9421443939209,47.05147171020508,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Szigligeti Ede - loc de naștere,Oradea,4.9,1697,Architecture,3,Oricând,21.928836822509766,47.06155776977539,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Moskovits Miksa,Oradea,4.5,2797,Architecture,3,Oricând,21.935041427612305,47.058860778808594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Oradea Fortress,Oradea,3.6,1543,Fortifications,2,Oricând,21.942461013793945,47.05160140991211,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Apollo,Oradea,4.6,226,Architecture,2,Oricând,21.93474578857422,47.05927276611328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Seminarului Greco-Catolic din Oradea,Oradea,4.4,2935,Religion,2,Oricând,21.9395694732666,47.05611038208008,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Archeology Site,Oradea,4.4,2886,Historic,3,Oricând,21.942853927612305,47.052345275878906,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Fortress Walls,Oradea,4.7,333,Architecture,1,Oricând,21.943584442138672,47.05097198486328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Seminatului,Oradea,4.0,421,Religion,1,Oricând,21.939481735229492,47.056583404541016,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Church in Oradea fortress,Oradea,4.9,74,Religion,2,Oricând,21.943344116210938,47.05160140991211,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica catolică,Oradea,3.8,2057,Religion,1,Oricând,21.94340705871582,47.05157470703125,Mic,City Break,"['turism', 'călătorie', 'explorare']"
The White Lamb old inn,Sibiu,4.3,2790,Architecture,3,Oricând,24.150196075439453,45.79953384399414,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ruins of the Dragons Guard Building Complex,Sibiu,3.8,1136,Architecture,3,Oricând,24.150686264038086,45.799591064453125,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Creștină după Evanghelie Betel,Sibiu,4.7,2921,Religion,3,Oricând,24.14872932434082,45.80038070678711,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Azilul-spital medieval (1292),Sibiu,3.7,1184,Architecture,2,Oricând,24.15006446838379,45.798667907714844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Baptistă,Sibiu,4.5,1431,Religion,3,Oricând,24.15118980407715,45.80109405517578,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Brucken (1884),Sibiu,3.5,212,Other,3,Oricând,24.147964477539062,45.800662994384766,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Fostul han Zur Ungarische Krone,Sibiu,4.3,194,Architecture,3,Oricând,24.15015983581543,45.798423767089844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Azilului (1292),Sibiu,4.4,2461,Religion,1,Oricând,24.149816513061523,45.79840850830078,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Muzeul Emil Sigerus - Casa Artelor - Hala Măcelarilor,Sibiu,4.5,242,Architecture,1,Oricând,24.151220321655273,45.79847717285156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Liars Bridge,Sibiu,4.4,2087,Bridges,3,Oricând,24.15079689025879,45.79832077026367,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"""Emil Sigerus"" Museum of Saxon Ethnography and Folk Art",Sibiu,4.3,826,Cultural,3,Oricând,24.15107536315918,45.79838562011719,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Liar's Bridge,Sibiu,4.8,1259,Bridges,1,Oricând,24.15074920654297,45.79827880859375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Kelu (1465),Sibiu,4.7,2763,Architecture,3,Oricând,24.151771545410156,45.79864501953125,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ruin of Bürger (Ocnei) City Gate,Sibiu,3.6,2352,Architecture,2,Oricând,24.150447845458984,45.80182647705078,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Stadtpfarrhaus,Sibiu,4.6,1804,Architecture,2,Oricând,24.1500244140625,45.79814529418945,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Piața Huet (1677),Sibiu,4.6,2181,Architecture,3,Oricând,24.150230407714844,45.79814910888672,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Turnul Pielarilor (sec XV),Sibiu,4.0,1970,Architecture,2,Oricând,24.14740562438965,45.80075454711914,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Turnul cu Pulbere (sec XVI),Sibiu,4.3,2927,Architecture,1,Oricând,24.14961051940918,45.801944732666016,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Turnul Scărilor (sec. XIII),Sibiu,3.5,841,Architecture,3,Oricând,24.149682998657227,45.798011779785156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa calfelor,Sibiu,4.2,150,Architecture,3,Oricând,24.149669647216797,45.7979736328125,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Stâlpul Calfelor,Sibiu,4.5,1923,Historic,1,Oricând,24.149686813354492,45.797943115234375,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Belle Histoire,Sibiu,4.3,829,Architecture,2,Oricând,24.148412704467773,45.798248291015625,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Goldsmiths Guild House,Sibiu,4.6,2678,Architecture,2,Oricând,24.152217864990234,45.798519134521484,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Lutheran Cathedral of Saint Mary,Sibiu,3.6,968,Religion,2,Oricând,24.150081634521484,45.797767639160156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Rotunda Ruin,Sibiu,5.0,1572,Historic,1,Oricând,24.15074920654297,45.797821044921875,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Casa Harlev (1809),Sibiu,4.8,1620,Architecture,3,Oricând,24.151283264160156,45.80207443237305,Mic,City Break,"['turism', 'călătorie', 'explorare']"
History of Pharmacy Exhibition,Sibiu,3.8,1739,Cultural,1,Oricând,24.15210723876953,45.79826736450195,Mic,City Break,"['turism', 'călătorie', 'explorare']"
ASTRA National Museum Complex,Sibiu,4.1,435,National museums,2,Oricând,24.150976181030273,45.7976188659668,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
Episcop Georg Daniel Teutsch,Sibiu,3.6,2185,Historic,3,Oricând,24.15007209777832,45.79750061035156,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
"""ASTRA"" Museum of Transylvanian Civilisation",Sibiu,3.9,1850,Cultural,1,Oricând,24.151107788085938,45.797603607177734,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"""Franz Binder"" World Ethnography Museum",Sibiu,4.3,1306,Cultural,3,Oricând,24.151052474975586,45.79755401611328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
The First Town Hall (1324-1470),Sibiu,4.5,2271,Other,2,Oricând,24.152006149291992,45.79784393310547,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Pasajul Scărilor,Sibiu,4.6,1931,Cultural,3,Oricând,24.149267196655273,45.7974739074707,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Adventistă,Sibiu,4.0,2611,Religion,1,Oricând,24.15192222595215,45.802223205566406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Samuel von Brukenthal College,Sibiu,4.6,482,Architecture,3,Oricând,24.149682998657227,45.79729080200195,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Saint Ladislaus Chapel Ruin,Sibiu,3.6,1475,Architecture,1,Oricând,24.150178909301758,45.797279357910156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
History,Sibiu,4.4,122,Architecture,1,Oricând,24.152935028076172,45.79816436767578,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Council Tower of Sibiu,Sibiu,4.8,1009,Architecture,2,Oricând,24.152132034301758,45.797611236572266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Turnul de Poartă (sec. XIV),Sibiu,4.1,2141,Fortifications,2,Oricând,24.149381637573242,45.79717254638672,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Orașul Vechi,Sibiu,4.4,1590,Other,3,Oricând,24.150711059570312,45.797176361083984,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia Sf. Nepomuk,Sibiu,4.8,2836,Historic,3,Oricând,24.151750564575195,45.79731369018555,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Altemberger House History Museum,Sibiu,4.7,1560,Cultural,1,Oricând,24.14958953857422,45.796974182128906,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Tickets,Sibiu,4.4,346,Other,2,Oricând,24.149505615234375,45.79696273803711,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Altemberger - Muzeul de Istorie,Sibiu,3.9,2110,Fortifications,1,Oricând,24.149539947509766,45.79693603515625,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Loggia Altemberger,Sibiu,4.6,1296,Historic,2,Oricând,24.14898109436035,45.7969970703125,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Jesuit Church,Sibiu,4.6,2707,Religion,2,Oricând,24.151399612426758,45.79706954956055,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Sibiu City Hall,Sibiu,4.0,2345,Architecture,1,Oricând,24.15073585510254,45.79691696166992,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia lui Gheorghe Lazăr,Sibiu,3.9,563,Historic,1,Oricând,24.152183532714844,45.797183990478516,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Altemberger tower house,Sibiu,4.2,2860,Architecture,3,Oricând,24.14900016784668,45.796783447265625,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Böbel Hose (14th century),Sibiu,4.5,278,Other,3,Oricând,24.153905868530273,45.79814147949219,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mövert House,Sibiu,3.9,1952,Architecture,3,Oricând,24.15013885498047,45.796539306640625,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Grand Square,Sibiu,3.9,520,Squares,1,Oricând,24.151824951171875,45.796775817871094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Brukenthal National Museum,Sibiu,4.5,1756,National museums,2,Oricând,24.15065574645996,45.796546936035156,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
Depozitele Medievale de Cereale,Sibiu,4.2,1362,Architecture,2,Oricând,24.15117645263672,45.79658889770508,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Falkenhayn Fountain,Sibiu,4.3,531,Fountains,1,Oricând,24.15195083618164,45.796756744384766,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Tickets,Sibiu,3.9,2324,Other,3,Oricând,24.15058135986328,45.79645919799805,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul GONG,Sibiu,3.8,2480,Cultural,1,Oricând,24.14761734008789,45.796810150146484,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Fântână,Sibiu,4.0,292,Fountains,3,Oricând,24.151771545410156,45.79661560058594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Piața mare,Sibiu,3.8,1970,Other,1,Oricând,24.15162467956543,45.796531677246094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ruin of Saint Ladislau Chapel - Lutsch House,Sibiu,4.6,1204,Architecture,2,Oricând,24.15292739868164,45.796939849853516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Brukenthal,Sibiu,4.1,2990,Palaces,2,Oricând,24.15054702758789,45.79633712768555,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Depozitele Medievale de Cereale,Sibiu,4.4,2938,Architecture,3,Oricând,24.151229858398438,45.79636764526367,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Reformed Church in Sibiu,Sibiu,3.7,1389,Religion,2,Oricând,24.149492263793945,45.796207427978516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Hecate Triformis,Sibiu,5.0,2724,Historic,2,Oricând,24.150129318237305,45.79618453979492,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Casa Albastră,Sibiu,4.0,2062,Architecture,3,Oricând,24.15069007873535,45.79618835449219,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Desolf (1654),Sibiu,4.5,1409,Architecture,3,Oricând,24.14769744873047,45.796451568603516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Galeria de Artă U.A.P. Sibiu,Sibiu,4.1,2317,Cultural,1,Oricând,24.152591705322266,45.79644012451172,Mic,City Break,"['turism', 'călătorie', 'explorare']"
House with Caryatids - Bethlen House,Sibiu,4.8,1346,Other,2,Oricând,24.14917755126953,45.79598617553711,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Monument Nicholaus Olahus,Sibiu,3.6,1892,Historic,2,Oricând,24.155296325683594,45.798316955566406,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Aleea Balului,Sibiu,4.5,910,Other,3,Oricând,24.14952850341797,45.79589080810547,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Hans Wal,Sibiu,3.9,1182,Other,2,Oricând,24.152650833129883,45.79617691040039,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Hecht,Sibiu,3.6,149,Architecture,1,Oricând,24.152008056640625,45.795989990234375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Former ursuline convent in Sibiu,Sibiu,4.6,1631,Religion,3,Oricând,24.155744552612305,45.79851531982422,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Palatul Filek,Sibiu,4.0,1898,Other,3,Oricând,24.153423309326172,45.79631805419922,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Haller,Sibiu,4.8,2524,Other,1,Oricând,24.152719497680664,45.79602813720703,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Church of St. Ursula,Sibiu,3.5,2697,Religion,2,Oricând,24.155847549438477,45.798301696777344,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa Azului (1500),Sibiu,4.9,2819,Architecture,2,Oricând,24.146968841552734,45.79607391357422,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Barbers Tower Ruin,Sibiu,4.0,2321,Fortifications,3,Oricând,24.156200408935547,45.79801559448242,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casă Memorială,Sibiu,4.1,2130,Historic,3,Oricând,24.1551570892334,45.79686737060547,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Former Palace of Corps Commandment,Sibiu,4.3,1533,Other,3,Oricând,24.150484085083008,45.795188903808594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
